,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
1781,2,2011-10-02,65,41,53,M,39,46,12,0,-,-, ,M,0.0,29.54,30.22,4.1,32,4.6
1782,1,2011-10-03,69,44,57, 0,45,50,8,0,0550,1730, ,0.0,0.0,29.48,30.21,3.4,3,5.0
1783,2,2011-10-03,70,45,58,M,44,50,7,0,-,-, ,M,0.0,29.54,30.2,3.6,2,4.1
1784,1,2011-10-04,76,43,60, 3,47,52,5,0,0552,1729, ,0.0,0.0,29.52,30.25,1.1,16,2.3
1785,2,2011-10-04,74,46,60,M,47,53,5,0,-,-, ,M,0.0,29.58,30.25,0.7,15,1.7
1786,1,2011-10-05,80,49,65, 8,48,55,0,0,0553,1727, ,0.0,0.0,29.49,30.22,1.9,18,3.2
1787,2,2011-10-05,80,52,66,M,47,55,0,1,-,-, ,M,0.0,29.55,30.21,1.3,17,2.9
1788,1,2011-10-06,81,50,66,10,51,58,0,1,0554,1725, ,0.0,0.0,29.5,30.23,3.8,15,4.6
1789,2,2011-10-06,81,56,69,M,50,58,0,4,-,-, ,M,0.0,29.57,30.22,3.9,15,4.6
1790,1,2011-10-07,84,54,69,13,53,59,0,4,0555,1724, ,0.0,0.0,29.52,30.25,7.5,18,7.7
1791,2,2011-10-07,84,59,72,M,51,59,0,7,-,-, ,M,0.0,29.59,30.24,6.4,17,6.8
1792,1,2011-10-08,82,54,68,12,54,60,0,3,0556,1722, ,0.0,0.0,29.56,30.27,7.2,19,7.6
1793,2,2011-10-08,82,61,72,M,53,60,0,7,-,-, ,M,0.0,29.62,30.27,6.3,19,6.9
1794,1,2011-10-09,80,52,66,11,51,58,0,1,0557,1720, ,0.0,0.0,29.55,30.29,2.8,9,3.8
1795,2,2011-10-09,80,56,68,M,51,58,0,3,-,-, ,M,0.0,29.62,30.28,3.1,10,3.8
1796,1,2011-10-10,76,54,65,10,51,57,0,0,0558,1719, ,0.0,0.0,29.39,30.13,5.2,16,6.0
1797,2,2011-10-10,77,58,68,M,49,58,0,3,-,-, ,M,0.0,29.45,30.12,5.9,16,6.4
1798,1,2011-10-11,79,57,68,14,54,60,0,3,0559,1717, ,0.0,0.0,29.23,29.97,4.1,15,4.9
1799,2,2011-10-11,78,58,68,M,52,59,0,3,-,-, ,M,0.0,29.29,29.97,3.8,13,4.6
1800,1,2011-10-12,78,55,67,13,52,58,0,2,0600,1715, ,0.0,0.0,29.03,29.77,7.0,14,8.1
1801,2,2011-10-12,77,57,67,M,51,58,0,2,-,-, ,M,0.0,29.08,29.76,6.0,14,6.8
1802,1,2011-10-13,66,52,59, 6,55,58,6,0,0602,1714,RA BR,0.0,0.28,28.81,29.54,4.3,26,7.0
1803,2,2011-10-13,64,52,58,M,55,57,7,0,-,-,RA BR,M,0.49,28.87,29.53,2.8,24,6.0
1804,1,2011-10-14,62,48,55, 2,41,48,10,0,0603,1712, ,0.0,0.0,28.9,29.6,15.4,28,15.6
1805,2,2011-10-14,61,49,55,M,41,48,10,0,-,-, ,M,0.0,28.97,29.61,15.1,27,15.3
1806,1,2011-10-15,62,47,55, 2,36,46,10,0,0604,1711, ,0.0,0.0,29.1,29.8,14.8,27,15.3
1807,2,2011-10-15,61,47,54,M,36,46,11,0,-,-, ,M,0.0,29.18,29.81,14.9,26,15.1
1808,1,2011-10-16,62,48,55, 3,39,46,10,0,0605,1709,RA,0.0,0.17,29.08,29.81,7.4,28,8.5
1809,2,2011-10-16,60,46,53,M,39,46,12,0,-,-,RA,M,0.12,29.15,29.81,6.7,26,8.1
1810,1,2011-10-17,59,41,50,-2,33,42,15,0,0606,1707, ,0.0,0.0,29.11,29.85,10.2,26,10.4
1811,2,2011-10-17,57,40,49,M,33,42,16,0,-,-, ,M,0.0,29.18,29.86,11.2,25,11.3
1812,1,2011-10-18,54,41,48,-3,37,43,17,0,0607,1706,RA,0.0,0.06,29.09,29.83,6.4,1,8.5
1813,2,2011-10-18,54,40,47,M,38,43,18,0,-,-,RA DZ BR,M,0.02,29.15,29.83,5.3,36,7.2
1814,1,2011-10-19,49,44,47,-4,40,44,18,0,0608,1704,RA BR,0.0,0.85,28.93,29.69,17.1,36,18.0
1815,2,2011-10-19,49,44,47,M,41,44,18,0,-,-,RA BR,M,0.84,28.97,29.67,19.6,1,19.9
1816,1,2011-10-20,47,43,45,-5,37,42,20,0,0610,1703,RA,0.0,0.08,29.0,29.69,15.8,32,16.1
1817,2,2011-10-20,46,42,44,M,38,42,21,0,-,-,RA,M,0.07,29.05,29.69,14.4,31,14.9
1818,1,2011-10-21,55,38,47,-3,34,41,18,0,0611,1701, ,0.0,0.0,29.32,30.03,4.6,29,5.4
1819,2,2011-10-21,54,37,46,M,34,41,19,0,-,-, ,M,0.0,29.39,30.04,4.3,28,5.7
1820,1,2011-10-22,66,34,50, 0,37,44,15,0,0612,1660, ,0.0,0.0,29.28,30.02,3.2,23,3.7
1821,2,2011-10-22,66,38,52,M,37,45,13,0,-,-, ,M,0.0,29.35,30.03,3.7,21,3.9
1822,1,2011-10-23,68,38,53, 4,41,48,12,0,0613,1658,TSRA RA BR,0.0,0.2,29.19,29.93,6.1,22,6.9
1823,2,2011-10-23,67,41,54,M,42,49,11,0,-,-,TSRA RA,M,0.22,29.25,29.94,5.9,23,6.9
1824,1,2011-10-24,63,45,54, 5,39,46,11,0,0614,1657, ,0.0,0.0,29.34,30.05,5.7,28,7.3
1825,2,2011-10-24,63,45,54,M,39,47,11,0,-,-,RA,M,0.06,29.41,30.05,5.0,27,7.1
1826,1,2011-10-25,74,45,60,12,46,53,5,0,0616,1656,RA,0.0,0.02,29.11,29.86,7.6,19,11.9
1827,2,2011-10-25,74,49,62,M,45,53,3,0,-,-,TS TSRA BR,M,0.13,29.19,29.87,9.0,19,10.8
1828,1,2011-10-26,53,47,50, 2,42,46,15,0,0617,1654, ,0.0,0.0,29.19,29.91,12.4,36,12.6
1829,2,2011-10-26,54,47,51,M,42,46,14,0,-,-,BR,M,0.0,29.24,29.9,13.9,36,14.2
1830,1,2011-10-27,53,39,46,-2,37,42,19,0,0618,1653,RA,0.0,0.12,29.34,30.04,3.6,35,5.8
1831,2,2011-10-27,51,38,45,M,38,42,20,0,-,-,RA BR,M,0.16,29.4,30.05,3.5,1,6.9
1832,1,2011-10-28,55,35,45,-2,33,40,20,0,0619,1651, ,0.0,0.03,29.36,30.1,4.9,22,5.6
1833,2,2011-10-28,54,36,45,M,32,40,20,0,-,-, ,M,0.0,29.43,30.12,5.2,21,5.7
1834,1,2011-10-29,55,34,45,-2,30,38,20,0,0620,1650, ,0.0,0.0,29.34,30.07,4.6,28,5.2
1835,2,2011-10-29,54,36,45,M,29,38,20,0,-,-, ,M,0.0,29.4,30.08,3.8,26,4.8
1836,1,2011-10-30,57,33,45,-1,36,41,20,0,0622,1649,RA BR,0.0,0.17,29.27,30.02,10.6,19,11.1
1837,2,2011-10-30,57,37,47,M,34,42,18,0,-,-,RA,M,0.11,29.34,30.03,10.6,19,11.2
1838,1,2011-10-31,53,36,45,-1,36,40,20,0,0623,1647,BR,0.0,0.0,29.34,30.06,3.9,25,4.8
1839,2,2011-10-31,53,39,46,M,35,41,19,0,-,-,BR,M,0.0,29.41,30.08,4.4,24,5.1
1840,1,2012-05-01,65,49,57, 4,52,55,8,0,0448,1849,RA BR HZ,0.0,0.09,29.18,29.92,6.2,12,7.7
1841,2,2012-05-01,64,52,58,M,53,56,7,0,-,-,RA BR HZ,M,0.32,29.24,29.92,5.5,12,6.3
1842,1,2012-05-02,80,58,69,15,60,64,0,4,0447,1850,FG+ BR,0.0,0.0,29.12,29.84,8.1,21,10.1
1843,2,2012-05-02,78,60,69,M,60,64,0,4,-,-,BR,M,0.005,29.19,29.83,7.5,20,9.6
1844,1,2012-05-03,86,66,76,22,65,69,0,11,0446,1851,TS TSRA,  T,1.34,29.16,29.86,10.8,21,12.0
1845,2,2012-05-03,86,69,78,M,64,69,0,13,-,-,TSRA RA BR VCTS,M,0.07,29.23,29.86,12.8,21,13.3
1846,1,2012-05-04,73,55,64,10,55,58,1,0,0444,1852,TSRA BR HZ,0.0,0.28,29.23,29.94,5.2,5,9.2
1847,2,2012-05-04,72,51,62,M,55,58,3,0,-,-,TSRA BR HZ,M,0.28,29.28,29.93,6.8,2,10.0
1848,1,2012-05-05,60,52,56, 1,52,54,9,0,0443,1853,RA BR HZ,0.0,0.005,29.29,30.01,8.0,4,8.3
1849,2,2012-05-05,63,53,58,M,54,56,7,0,-,-,BR HZ,M,0.0,29.34,30.0,7.4,2,7.7
1850,1,2012-05-06,70,51,61, 6,53,56,4,0,0442,1855,TS TSRA RA BR,0.0,0.8,29.22,29.94,5.0,6,8.5
1851,2,2012-05-06,73,54,64,M,54,57,1,0,-,-,TSRA BR,M,0.4,29.27,29.92,3.4,6,7.2
1852,1,2012-05-07,64,52,58, 3,55,57,7,0,0441,1856,TSRA RA FG+ FG BR HZ,0.0,0.47,29.15,29.87,2.3,34,5.4
1853,2,2012-05-07,61,54,58,M,56,57,7,0,-,-,TSRA RA FG+ FG BR,M,0.59,29.2,29.86,1.4,5,5.1
1854,1,2012-05-08,70,52,61, 5,45,53,4,0,0439,1857,BR,0.0,0.0,29.13,29.86,8.3,28,8.9
1855,2,2012-05-08,70,51,61,M,45,53,4,0,-,-,FG+,M,0.01,29.2,29.85,8.4,27,8.9
1856,1,2012-05-09,60,47,54,-2,43,49,11,0,0438,1858,RA,0.0,0.06,29.2,29.92,4.2,1,7.6
1857,2,2012-05-09,60,46,53,M,43,48,12,0,-,-, ,M,0.005,29.26,29.91,3.9,36,7.8
1858,1,2012-05-10,67,46,57, 1,34,46,8,0,0437,1859, ,0.0,0.0,29.29,30.0,3.2,5,7.5
1859,2,2012-05-10,65,45,55,M,33,46,10,0,-,-, ,M,0.0,29.35,30.0,2.8,4,5.9
1860,1,2012-05-11,78,43,61, 4,40,52,4,0,0436,1860, ,0.0,0.0,29.36,30.08,9.3,20,9.5
1861,2,2012-05-11,78,48,63,M,38,52,2,0,-,-, ,M,0.0,29.44,30.08,9.3,20,9.8
1862,1,2012-05-12,69,53,61, 4,42,51,4,0,0435,1901,RA,0.0,0.03,29.51,30.22,5.7,3,9.3
1863,2,2012-05-12,67,51,59,M,45,51,6,0,-,-,TSRA RA,M,0.25,29.57,30.21,5.4,2,8.8
1864,1,2012-05-13,72,50,61, 3,31,48,4,0,0434,1902, ,0.0,0.0,29.45,30.18,7.4,4,7.8
1865,2,2012-05-13,69,53,61,M,33,48,4,0,-,-, ,M,0.0,29.51,30.18,8.4,2,9.1
1866,1,2012-05-14,82,43,63, 5,36,51,2,0,0433,1903, ,0.0,0.0,29.31,30.05,2.5,19,5.2
1867,2,2012-05-14,78,46,62,M,36,51,3,0,-,-, ,M,0.0,29.38,30.05,1.8,14,4.5
1868,1,2012-05-15,86,57,72,14,45,57,0,7,0432,1904,TS RA,0.0,0.05,29.18,29.9,6.9,25,12.6
1869,2,2012-05-15,84,56,70,M,44,56,0,5,-,-,RA,M,0.005,29.24,29.9,9.1,24,11.8
1870,1,2012-05-16,65,50,58,-1,33,46,7,0,0431,1905, ,0.0,0.0,29.38,30.09,9.6,5,10.5
1871,2,2012-05-16,63,52,58,M,33,46,7,0,-,-, ,M,0.0,29.44,30.08,11.6,4,12.6
1872,1,2012-05-17,74,45,60, 1,39,50,5,0,0430,1906, ,0.0,0.0,29.38,30.1,5.3,11,5.8
1873,2,2012-05-17,71,49,60,M,40,51,5,0,-,-, ,M,0.0,29.44,30.1,5.3,11,6.1
1874,1,2012-05-18,85,53,69, 9,41,54,0,4,0429,1907, ,0.0,0.0,29.29,30.02,8.7,16,9.2
1875,2,2012-05-18,85,57,71,M,38,54,0,6,-,-, ,M,0.0,29.36,30.02,7.4,15,8.4
1876,1,2012-05-19,92,59,76,16,53,62,0,11,0428,1908, ,0.0,0.0,29.29,30.0,8.2,17,9.1
1877,2,2012-05-19,91,64,78,M,52,62,0,13,-,-, ,M,0.0,29.35,29.99,7.3,16,8.6
1878,1,2012-05-20,93,65,79,18,57,65,0,14,0427,1909,TSRA RA,0.0,0.14,29.28,29.98,8.2,22,11.6
1879,2,2012-05-20,92,65,79,M,57,65,0,14,-,-,TSRA RA,M,0.14,29.34,29.97,9.4,21,10.9
1880,1,2012-05-21,67,54,61, 0,44,52,4,0,0426,1910, ,0.0,0.0,29.39,30.11,11.6,1,12.6
1881,2,2012-05-21,65,54,60,M,44,52,5,0,-,-, ,M,0.0,29.44,30.1,12.5,36,13.6
1882,1,2012-05-22,71,50,61, 0,41,51,4,0,0425,1911, ,0.0,0.0,29.28,30.02,6.1,5,7.2
1883,2,2012-05-22,68,49,59,M,42,51,6,0,-,-, ,M,0.0,29.34,30.01,5.9,4,7.9
1884,1,2012-05-23,82,47,65, 4,42,54,0,0,0425,1912, ,0.0,0.0,29.1,29.84,6.6,16,6.9
1885,2,2012-05-23,82,49,66,M,41,54,0,1,-,-, ,M,0.0,29.16,29.84,5.9,16,6.6
1886,1,2012-05-24,90,64,77,15,53,63,0,12,0424,1913, ,0.0,0.0,28.97,29.69,17.5,18,17.7
1887,2,2012-05-24,90,67,79,M,52,63,0,14,-,-, ,M,0.0,29.04,29.68,15.1,18,15.2
1888,1,2012-05-25,83,65,74,12,49,59,0,9,0423,1914, ,0.0,0.0,29.31,29.98,3.4,3,10.0
1889,2,2012-05-25,80,67,74,M,49,59,0,9,-,-, ,M,0.0,29.36,29.96,4.3,5,10.8
1890,1,2012-05-26,86,60,73,11,54,61,0,8,0422,1915,RA,0.0,0.005,29.37,30.07,9.6,7,11.2
1891,2,2012-05-26,82,63,73,M,54,62,0,8,-,-, ,M,0.0,29.41,30.05,10.4,7,11.3
1892,1,2012-05-27,97,70,84,22,59,68,0,19,0422,1916, ,0.0,0.0,29.16,29.9,8.7,18,10.1
1893,2,2012-05-27,97,73,85,M,58,68,0,20,-,-, ,M,0.0,29.23,29.88,9.4,18,10.7
1894,1,2012-05-28,95,77,86,23,60,69,0,21,0421,1916, ,0.0,0.005,29.03,29.75,13.4,22,14.0
1895,2,2012-05-28,94,74,84,M,60,68,0,19,-,-,RA,M,0.02,29.1,29.74,14.2,22,14.9
1896,1,2012-05-29,85,61,73, 9,46,59,0,8,0421,1917, ,0.0,0.0,29.1,29.81,11.1,28,12.2
1897,2,2012-05-29,85,64,75,M,45,59,0,10,-,-, ,M,0.005,29.16,29.79,10.2,28,11.5
1898,1,2012-05-30,70,53,62,-2,46,53,3,0,0420,1918, ,0.0,0.0,29.22,29.91,5.4,36,9.6
1899,2,2012-05-30,69,53,61,M,46,53,4,0,-,-, ,M,0.0,29.28,29.9,5.9,36,10.4
1900,1,2012-05-31,54,47,51,-13,45,48,14,0,0420,1919,RA BR,0.0,1.12,29.2,29.95,10.3,4,11.0
1901,2,2012-05-31,55,49,52,M,45,48,13,0,-,-,RA BR,M,0.97,29.25,29.94,12.4,3,13.0
1902,1,2012-06-01,65,49,57,-7,43,49,8,0,0419,1920,RA,0.0,0.01,29.07,29.8,7.3,36,9.9
1903,2,2012-06-01,64,49,57,M,44,49,8,0,-,-,RA BR,M,0.03,29.12,29.79,9.0,36,10.8
1904,1,2012-06-02,76,49,63,-1,46,55,2,0,0419,1920, ,0.0,0.0,29.03,29.75,10.6,26,10.8
1905,2,2012-06-02,74,49,62,M,47,55,3,0,-,-, ,M,0.0,29.1,29.75,11.7,25,12.2
1906,1,2012-06-03,81,57,69, 5,48,58,0,4,0418,1921, ,0.0,0.005,29.1,29.81,9.5,28,9.7
1907,2,2012-06-03,80,56,68,M,48,58,0,3,-,-, ,M,0.005,29.16,29.8,8.6,27,9.5
1908,1,2012-06-04,75,59,67, 3,47,56,0,2,0418,1922, ,0.0,0.005,29.18,29.89,7.5,4,8.2
1909,2,2012-06-04,74,59,67,M,47,56,0,2,-,-, ,M,0.0,29.24,29.87,7.9,2,9.1
1910,1,2012-06-05,70,57,64,-1,49,56,1,0,0417,1923, ,0.0,0.0,29.29,30.0,8.9,4,9.2
1911,2,2012-06-05,69,57,63,M,49,56,2,0,-,-, ,M,0.0,29.35,29.99,9.6,3,10.1
1912,1,2012-06-06,76,52,64,-2,46,55,1,0,0417,1923, ,0.0,0.0,29.36,30.07,6.2,4,6.5
1913,2,2012-06-06,74,56,65,M,47,56,0,0,-,-, ,M,0.0,29.41,30.06,5.7,3,6.0
1914,1,2012-06-07,82,54,68, 2,44,56,0,3,0417,1924, ,0.0,0.0,29.38,30.09,2.2,10,4.5
1915,2,2012-06-07,78,54,66,M,45,56,0,1,-,-, ,M,0.0,29.43,30.09,3.3,9,6.0
1916,1,2012-06-08,88,54,71, 5,49,60,0,6,0417,1925, ,0.0,0.0,29.26,29.99,7.2,25,7.7
1917,2,2012-06-08,87,59,73,M,48,60,0,8,-,-, ,M,0.0,29.33,29.99,6.6,23,7.2
1918,1,2012-06-09,90,65,78,12,50,62,0,13,0416,1925, ,0.0,0.0,29.18,29.9,9.3,22,10.1
1919,2,2012-06-09,89,66,78,M,50,62,0,13,-,-, ,M,0.0,29.24,29.89,9.4,22,10.4
1920,1,2012-06-10,93,67,80,13,56,66,0,15,0416,1926, ,0.0,0.0,29.2,29.9,11.9,19,12.3
1921,2,2012-06-10,92,71,82,M,55,65,0,17,-,-, ,M,0.0,29.26,29.89,10.4,18,10.8
1922,1,2012-06-11,90,70,80,13,62,68,0,15,0416,1926,RA,0.0,0.005,29.12,29.82,8.9,23,11.1
1923,2,2012-06-11,90,72,81,M,63,69,0,16,-,-, ,M,0.0,29.18,29.81,9.4,22,11.1
1924,1,2012-06-12,78,59,69, 1,46,57,0,4,0416,1927, ,0.0,0.0,29.34,30.03,7.0,33,10.5
1925,2,2012-06-12,77,62,70,M,47,57,0,5,-,-, ,M,0.0,29.39,30.01,6.0,34,10.9
1926,1,2012-06-13,72,54,63,-5,45,55,2,0,0416,1927, ,0.0,0.0,29.43,30.15,7.2,8,7.5
1927,2,2012-06-13,71,57,64,M,45,55,1,0,-,-, ,M,0.0,29.49,30.14,8.3,8,8.4
1928,1,2012-06-14,87,56,72, 4,48,59,0,7,0416,1928, ,0.0,0.0,29.34,30.08,7.9,13,9.0
1929,2,2012-06-14,86,60,73,M,48,59,0,8,-,-, ,M,0.0,29.41,30.07,7.3,12,8.4
1930,1,2012-06-15,94,59,77, 9,49,62,0,12,0416,1928, ,0.0,0.0,29.33,30.04,8.2,16,9.7
1931,2,2012-06-15,93,67,80,M,48,61,0,15,-,-, ,M,0.0,29.39,30.03,7.4,15,8.6
1932,1,2012-06-16,94,69,82,13,60,68,0,17,0416,1929,RA BR,0.0,0.31,29.23,29.95,10.0,20,11.3
1933,2,2012-06-16,94,69,82,M,60,68,0,17,-,-,RA BR,M,0.38,29.29,29.94,11.9,19,12.7
1934,1,2012-06-17,87,69,78, 9,59,66,0,13,0416,1929,RA BR,0.0,0.11,29.13,29.85,5.7,23,7.1
1935,2,2012-06-17,85,68,77,M,59,66,0,12,-,-,RA BR,M,0.15,29.19,29.84,5.3,23,7.8
1936,1,2012-06-18,94,69,82,12,65,71,0,17,0416,1929, ,0.0,0.0,29.03,29.73,16.8,21,17.2
1937,2,2012-06-18,92,72,82,M,65,71,0,17,-,-, ,M,0.0,29.1,29.72,16.9,21,17.3
1938,1,2012-06-19,95,78,87,17,65,72,0,22,0416,1930, ,0.0,0.0,29.21,29.89,14.9,21,15.5
1939,2,2012-06-19,94,75,85,M,65,71,0,20,-,-, ,M,0.0,29.28,29.88,13.6,20,13.9
1940,1,2012-06-20,95,77,86,16,62,71,0,21,0416,1930, ,0.0,0.0,29.22,29.93,15.2,21,15.4
1941,2,2012-06-20,93,76,85,M,62,70,0,20,-,-, ,M,0.0,29.29,29.92,14.8,20,15.0
1942,1,2012-06-21,85,70,78, 8,59,66,0,13,0416,1930,RA,0.0,0.01,29.21,29.91,7.5,27,9.8
1943,2,2012-06-21,83,70,77,M,60,67,0,12,-,-, ,M,0.03,29.26,29.89,7.2,26,9.4
1944,1,2012-06-22,87,64,76, 6,52,62,0,11,0417,1931, ,0.0,0.0,29.26,29.97,2.6,34,6.6
1945,2,2012-06-22,83,63,73,M,52,62,0,8,-,-, ,M,0.0,29.32,29.95,1.7,5,5.4
1946,1,2012-06-23,87,62,75, 5,55,64,0,10,0417,1931, ,0.0,0.0,29.28,30.0,3.2,8,5.7
1947,2,2012-06-23,86,63,75,M,55,63,0,10,-,-, ,M,0.0,29.34,29.98,3.0,8,4.8
1948,1,2012-06-24,94,65,80, 9,57,65,0,15,0417,1931, ,0.0,0.0,29.25,29.96,3.1,4,7.0
1949,2,2012-06-24,92,70,81,M,58,66,0,16,-,-, ,M,0.0,29.29,29.93,1.7,3,8.2
1950,1,2012-06-25,76,60,68,-3,49,58,0,3,0417,1931, ,0.0,0.0,29.35,30.06,13.6,4,14.0
1951,2,2012-06-25,74,63,69,M,48,58,0,4,-,-, ,M,0.0,29.4,30.04,15.4,3,15.7
1952,1,2012-06-26,83,56,70,-1,50,59,0,5,0418,1931, ,0.0,0.0,29.27,30.0,3.5,9,4.9
1953,2,2012-06-26,81,63,72,M,51,60,0,7,-,-, ,M,0.0,29.33,29.99,5.6,9,6.7
1954,1,2012-06-27,92,57,75, 4,51,63,0,10,0418,1931, ,0.0,0.0,29.13,29.87,12.1,20,12.4
1955,2,2012-06-27,90,64,77,M,51,63,0,12,-,-, ,M,0.0,29.21,29.86,11.3,20,11.6
1956,1,2012-06-28,100,76,88,17,69,74,0,23,0419,1931,TSRA HZ,0.0,0.04,29.08,29.78,6.4,26,8.4
1957,2,2012-06-28,101,77,89,M,68,74,0,24,-,-,TSRA,M,0.16,29.14,29.76,8.4,25,11.2
1958,1,2012-06-29,88,69,79, 8,61,67,0,14,0419,1931,TS TSRA RA,0.0,0.42,29.16,29.84,2.4,4,6.9
1959,2,2012-06-29,88,70,79,M,62,69,0,14,-,-,TSRA RA BR HZ,M,0.28,29.21,29.81,1.8,35,8.3
1960,1,2012-06-30,92,69,81, 9,67,72,0,16,0419,1931, ,0.0,0.0,29.11,29.82,6.0,24,6.6
1961,2,2012-06-30,89,70,80,M,68,72,0,15,-,-, ,M,0.005,29.17,29.8,6.9,23,7.4
1962,1,2012-07-01,91,68,80, 8,67,71,0,15,0420,1931, ,0.0,0.005,29.23,29.92,3.1,23,5.4
1963,2,2012-07-01,90,66,78,M,68,72,0,13,-,-,TSRA RA,M,0.56,29.29,29.91,2.8,22,5.6
1964,1,2012-07-02,98,71,85,13,69,74,0,20,0420,1931,BR HZ,0.0,0.0,29.21,29.93,4.4,23,5.2
1965,2,2012-07-02,97,74,86,M,69,74,0,21,-,-, ,M,0.0,29.28,29.91,5.8,23,6.3
1966,1,2012-07-03,96,77,87,15,67,74,0,22,0421,1931, ,0.0,0.0,29.13,29.85,9.4,25,9.9
1967,2,2012-07-03,95,77,86,M,67,73,0,21,-,-, ,M,0.0,29.2,29.83,9.7,23,10.1
1968,1,2012-07-04,102,79,91,19,68,75,0,26,0422,1930, ,0.0,0.0,29.15,29.85,9.4,25,9.6
1969,2,2012-07-04,101,80,91,M,68,75,0,26,-,-, ,M,0.0,29.21,29.83,8.2,25,8.9
1970,1,2012-07-05,103,79,91,19,69,75,0,26,0422,1930,TSRA,0.0,0.28,29.2,29.89,5.5,24,7.5
1971,2,2012-07-05,102,79,91,M,68,75,0,26,-,-,RA,M,0.005,29.25,29.86,4.1,26,7.0
1972,1,2012-07-06,103,82,93,21,71,77,0,28,0423,1930, ,0.0,0.0,29.21,29.92,6.5,27,7.3
1973,2,2012-07-06,104,83,94,M,71,77,0,29,-,-, ,M,0.0,29.27,29.89,4.9,28,6.9
1974,1,2012-07-07,98,73,86,14,67,72,0,21,0423,1930, ,0.0,0.0,29.26,29.96,7.9,2,11.9
1975,2,2012-07-07,98,74,86,M,68,73,0,21,-,-, ,M,0.0,29.32,29.93,7.6,1,10.8
1976,1,2012-07-08,85,68,77, 4,56,65,0,12,0424,1929, ,0.0,0.0,29.34,30.04,11.3,3,11.5
1977,2,2012-07-08,85,74,80,M,56,65,0,15,-,-, ,M,0.0,29.39,30.01,12.7,3,13.1
1978,1,2012-07-09,91,66,79, 6,57,65,0,14,0425,1929, ,0.0,0.0,29.33,30.03,4.7,5,6.8
1979,2,2012-07-09,88,68,78,M,59,66,0,13,-,-, ,M,0.0,29.38,30.01,4.9,6,6.9
1980,1,2012-07-10,83,67,75, 2,55,64,0,10,0425,1929, ,0.0,0.0,29.39,30.1,9.9,4,10.1
1981,2,2012-07-10,82,71,77,M,56,64,0,12,-,-, ,M,0.0,29.44,30.07,10.8,4,11.1
1982,1,2012-07-11,87,64,76, 3,57,65,0,11,0426,1928, ,0.0,0.0,29.39,30.1,5.8,9,8.1
1983,2,2012-07-11,86,69,78,M,57,65,0,13,-,-, ,M,0.0,29.44,30.08,7.3,8,8.8
1984,1,2012-07-12,91,66,79, 6,54,65,0,14,0427,1928, ,0.0,0.0,29.35,30.06,6.4,11,8.0
1985,2,2012-07-12,90,71,81,M,53,64,0,16,-,-, ,M,0.0,29.41,30.04,8.1,11,9.4
1986,1,2012-07-13,93,70,82, 9,63,69,0,17,0428,1927,TS TSRA RA BR,0.0,0.28,29.31,30.03,3.4,15,6.2
1987,2,2012-07-13,93,73,83,M,63,69,0,18,-,-,TSRA,M,0.005,29.37,30.01,3.2,13,6.6
1988,1,2012-07-14,90,70,80, 7,65,70,0,15,0428,1927, ,0.0,0.005,29.3,30.02,2.0,25,6.4
1989,2,2012-07-14,89,71,80,M,66,70,0,15,-,-,HZ,M,0.005,29.36,30.0,1.1,22,4.9
1990,1,2012-07-15,95,71,83, 9,66,71,0,18,0429,1926, ,0.0,0.0,29.29,30.01,2.2,27,7.4
1991,2,2012-07-15,95,70,83,M,66,72,0,18,-,-, ,M,0.0,29.35,29.99,2.1,21,6.8
1992,1,2012-07-16,97,72,85,11,66,72,0,20,0430,1925, ,0.0,0.0,29.19,29.91,7.1,24,7.6
1993,2,2012-07-16,98,77,88,M,65,73,0,23,-,-, ,M,0.0,29.25,29.89,8.6,23,9.2
1994,1,2012-07-17,99,79,89,15,67,74,0,24,0431,1925, ,0.0,0.0,29.13,29.83,8.6,26,9.8
1995,2,2012-07-17,99,80,90,M,66,74,0,25,-,-, ,M,0.0,29.18,29.8,8.9,25,9.4
1996,1,2012-07-18,94,72,83, 9,71,74,0,18,0432,1924,TS TSRA RA BR,0.0,0.85,29.18,29.89,6.0,6,8.3
1997,2,2012-07-18,91,71,81,M,71,74,0,16,-,-,TSRA BR SQ,M,0.55,29.24,29.86,5.3,2,9.2
1998,1,2012-07-19,83,71,77, 3,70,72,0,12,0433,1923,TSRA RA BR,0.0,0.8,29.2,29.9,5.2,4,10.9
1999,2,2012-07-19,85,70,78,M,70,72,0,13,-,-,TSRA RA,M,0.89,29.24,29.87,4.0,5,9.6
2000,1,2012-07-20,81,68,75, 1,59,65,0,10,0433,1923, ,0.0,0.0,29.34,30.04,9.5,4,10.1
2001,2,2012-07-20,82,69,76,M,61,66,0,11,-,-,DZ,M,0.005,29.39,30.02,10.4,4,11.1
2002,1,2012-07-21,87,65,76, 2,63,69,0,11,0434,1922, ,0.0,0.0,29.34,30.05,4.3,24,4.9
2003,2,2012-07-21,89,69,79,M,63,69,0,14,-,-, ,M,0.0,29.39,30.03,3.4,26,4.3
2004,1,2012-07-22,89,68,79, 5,66,70,0,14,0435,1921, ,0.0,0.005,29.31,30.04,5.9,21,6.4
2005,2,2012-07-22,90,75,83,M,65,71,0,18,-,-, ,M,0.01,29.38,30.02,5.9,20,6.5
